!|.--> 35
#|#--> 62
$|$--> 3842
observing|VBG--> 2
obsessed|JJ--> 1
obsession|NN--> 2
obsolete|JJ--> 1
obstacle|NN--> 3
obstacles|NNS--> 8
obstruct|VBP--> 1
obstructing|VBG--> 1
obstruction|NN--> 2
obstructionism|NN--> 1
obstructionist|NN--> 1
obtain|VB--> 24
obtained|VBD--> 3
obtained|VBN--> 7
obtaining|VBG--> 5
obviate|VB--> 1
obvious|JJ--> 14
obviously|RB--> 7
occasion|NN--> 2
occasion|VB--> 1
occasional|JJ--> 3
occasionally|RB--> 6
occasions|NNS--> 6
occupancy|NN--> 4
occupant|NN--> 2
occupation|NN--> 1
occupied|JJ--> 3
occupied|VBN--> 1
occupies|VBZ--> 1
occupy|VB--> 1
occur|VB--> 12
occur|VBP--> 4
occurred|VBD--> 13
occurred|VBN--> 7
occurring|VBG--> 4
occurs|VBZ--> 6
ocean|NN--> 5
oceanographic|JJ--> 1
oceans|NNS--> 3
odd|JJ--> 6
oddities|NNS--> 1
oddly|RB--> 3
odds|NNS--> 11
odds-on|JJ--> 1
odious|JJ--> 1
oeufs|FW--> 1
of|IN--> 13170
of|RB--> 1
of|RP--> 1
off|IN--> 116
off|RB--> 58
off|RP--> 131
off-Broadway|JJ--> 1
off-again|JJ--> 3
off-balance|JJ--> 3
off-base|JJ--> 1
off-budget|JJ--> 1
off-season|NN--> 1
off-speed|JJ--> 1
offbeat|JJ--> 1
offend|VB--> 2
offenders|NNS--> 3
offending|VBG--> 1
offends|VBZ--> 1
offense|NN--> 2
offensive|JJ--> 6
offensive|NN--> 1
offensives|NNS--> 1
offer|NN--> 214
offer|VB--> 55
offer|VBP--> 20
offered|JJ--> 3
offered|VBD--> 38
offered|VBN--> 63
offering|NN--> 105
offering|VBG--> 42
offerings|NNS--> 14
offers|NNS--> 19
offers|VBZ--> 22
offhandedly|RB--> 1
office|NN--> 167
officer|NN--> 181
officers|NNS--> 20
offices|NNS--> 43
official|JJ--> 41
official|NN--> 92
officialdom|NN--> 1
officially|RB--> 9
officials|NNS--> 299
officio|FW--> 1
offputting|JJ--> 1
offset|VB--> 16
offset|VBD--> 3
offset|VBN--> 17
offset|VBP--> 1
offsets|NNS--> 1
offsetting|JJ--> 3
offsetting|VBG--> 10
offshoot|NN--> 5
offshoots|NNS--> 1
offshore|JJ--> 3
offshore|RB--> 3
offshore-rig|NN--> 1
offside|NN--> 1
offspring|NN--> 1
offspring|NNS--> 1
often|RB--> 121
often-criticized|JJ--> 1
ogles|VBZ--> 1
oh|UH--> 2
oil|NN--> 165
oil-field|NN--> 2
oil-finding|JJ--> 1
oil-industry|NN--> 1
oil-patch|NN--> 1
oil-producing|JJ--> 2
oil-production|NN--> 1
oil-service|NN--> 3
oil-spill|NN--> 1
oils|NNS--> 4
oily|JJ--> 1
old|JJ--> 115
old-fashioned|JJ--> 3
old-line|NN--> 2
old-name|JJ--> 1
old-style|JJ--> 1
old-time|JJ--> 1
old-timers|NNS--> 1
older|JJR--> 18
oldest|JJS--> 5
olds|NNS--> 3
omens|NNS--> 1
ominous|JJ--> 4
ominously|RB--> 1
omit|VB--> 3
omit|VBP--> 1
omits|VBZ--> 1
omitted|VBN--> 6
omnibus|JJ--> 2
omnibus|NN--> 2
on|IN--> 2940
on|RB--> 20
on|RP--> 35
on-again|JJ--> 3
on-board|JJ--> 1
on-site|JJ--> 1
once|IN--> 14
once|RB--> 84
once-a-day|JJ--> 1
once-closed|JJ--> 1
once-cozy|JJ--> 2
once-grumpy|JJ--> 1
once-high-flying|JJ--> 1
once-lucrative|JJ--> 1
once-moribund|JJ--> 1
once-promising|JJ--> 1
once-sacred|JJ--> 1
once-sporadic|JJ--> 1
once-vast|JJ--> 1
oncogene|NN--> 1
oncogenes|NNS--> 2
one|CD--> 723
one|NN--> 79
one|PRP--> 11
one-acter|JJ--> 1
one-day|JJ--> 3
one-eighth|NN--> 1
one-fifth|JJ--> 2
one-for-one|JJ--> 2
one-fourth|NN--> 2
one-half|JJ--> 1
one-half|NN--> 2
one-hour|JJ--> 3
one-in-a-million|JJ--> 1
one-inch|JJ--> 3
one-megabit|JJ--> 2
one-month|JJ--> 1
one-on-one|JJ--> 1
one-out-of-three|JJ--> 1
one-party|JJ--> 2
one-penny|JJ--> 2
one-person|NN--> 1
one-quarter|NN--> 2
one-quarter-cent|JJ--> 1
one-shot|JJ--> 1
one-size-fits-all|JJ--> 1
one-stop|JJ--> 2
one-tenth|JJ--> 1
one-tenth|NN--> 2
one-term|JJ--> 1
one-third|JJ--> 4
one-third|NN--> 14
one-third|RB--> 1
one-time|JJ--> 17
one-year|JJ--> 24
one-year-old|JJ--> 1
one-yen|JJ--> 3
onerous|JJ--> 4
ones|NNS--> 37
onetime|JJ--> 2
oneyear|JJ--> 1
ongoing|JJ--> 7
only|JJ--> 88
only|RB--> 439
onset|NN--> 1
onto|IN--> 13
onus|NN--> 1
ooze|NN--> 1
op-ed|JJ--> 1
opaque|JJ--> 1
open|JJ--> 50
open|RB--> 1
open|RP--> 1
open|VB--> 32
open|VBP--> 2
open-door|JJ--> 1
open-ended|JJ--> 1
open-market|JJ--> 1
open-market|NN--> 1
open-year|JJ--> 1
opened|VBD--> 34
opened|VBN--> 13
opener|NN--> 2
opening|JJ--> 3
opening|NN--> 23
opening|VBG--> 17
opening-hour|JJ--> 1
openings|NNS--> 1
openly|RB--> 4
openness|NN--> 1
opens|VBZ--> 6
opera|NN--> 3
operate|VB--> 21
operate|VBP--> 4
operated|VBD--> 4
operated|VBN--> 6
operates|VBZ--> 24
operatic|JJ--> 1
operating|NN--> 81
operating|VBG--> 83
operation|NN--> 59
operational|JJ--> 4
operations|NNS--> 217
operative|JJ--> 1
operatives|NNS--> 1
operator|NN--> 21
operators|NNS--> 12
opinion|NN--> 30
opinion-makers|NNS--> 1
opinions|NNS--> 4
opium|NN--> 3
opponent|NN--> 4
opponents|NNS--> 8
opportune|JJ--> 1
opportuning|NN--> 1
opportunist|NN--> 1
opportunistic|JJ--> 2
opportunists|NNS--> 1
opportunities|NNS--> 19
opportunity|NN--> 35
oppose|VB--> 4
oppose|VBP--> 7
opposed|JJ--> 2
opposed|VBD--> 10
opposed|VBN--> 19
opposes|VBZ--> 6
opposing|VBG--> 6
opposite|IN--> 1
opposite|JJ--> 10
opposite|NN--> 3
opposition|NN--> 43
oppression|NN--> 2
oppressive|JJ--> 1
opt|VB--> 1
opted|VBD--> 2
opted|VBN--> 1
optical|JJ--> 4
optical-products|NNS--> 1
optimism|NN--> 3
optimistic|JJ--> 16
optimists|NNS--> 2
opting|VBG--> 3
option|NN--> 38
option-related|JJ--> 1
optional|JJ--> 1
options|NNS--> 53
options-trading|JJ--> 1
opulent|JJ--> 3
or|CC--> 1349
oral|JJ--> 7
orange|NN--> 1
orange-and-blue|JJ--> 1
oranges|NNS--> 1
orbit|NN--> 1
orchard|NN--> 3
orchardists|NNS--> 1
orchards|NNS--> 2
orchestra|NN--> 2
orchestras|NNS--> 1
orchestrated|VBD--> 1
orchid-strewn|JJ--> 1
ordained|VBN--> 1
ordeal|NN--> 2
order|NN--> 89
order|VB--> 3
order-imbalance|NN--> 1
order-processing|JJ--> 1
order-taking|NN--> 1
ordered|VBD--> 16
ordered|VBN--> 10
ordering|VBG--> 5
orderly|JJ--> 5
orders|NNS--> 112
orders-related|JJ--> 1
ordinance|NN--> 6
ordinarily|RB--> 4
ordinary|JJ--> 14
ordnance|NN--> 2
organ|NN--> 1
organic|JJ--> 4
organism|NN--> 1
organisms|NNS--> 2
organization|NN--> 27
organizations|NNS--> 16
organize|VB--> 2
organized|VBD--> 1
organized|VBN--> 10
organized-crime|NN--> 5
organizer|NN--> 1
organizers|NNS--> 1
organizing|VBG--> 7
organs|NNS--> 3
oriented|JJ--> 1
oriented|VBN--> 1
origin|NN--> 1
original|JJ--> 28
original|NN--> 1
original-equipment|JJ--> 1
original-instrument|JJ--> 1
originally|RB--> 17
originated|VBN--> 2
originated|VBP--> 1
originating|VBG--> 1
originations|NNS--> 4
originators|NNS--> 1
ornaments|NNS--> 1
ornery|JJ--> 1
orphan|JJ--> 1
orphaned|VBN--> 1
orthodox|JJ--> 3
orthodoxy|NN--> 1
ostensibly|RB--> 1
other|JJ--> 800
others|NNS--> 108
otherwise|RB--> 17
ought|MD--> 21
ounce|NN--> 27
ounces|NNS--> 7
our|PRP$--> 229
ours|PRP--> 3
ourselves|PRP--> 8
oust|VB--> 4
ousted|JJ--> 1
ousted|VBD--> 2
ousted|VBN--> 6
ouster|NN--> 1
out|IN--> 275
out|JJ--> 1
out|NN--> 1
out|RB--> 75
out|RP--> 189
out-and-out|JJ--> 1
out-of-court|JJ--> 1
out-of-pocket|JJ--> 1
out-of-repair|NN--> 1
out-of-state|JJ--> 1
outage|NN--> 1
outages|NNS--> 2
outback|NN--> 1
outbid|VBP--> 1
outbidding|VBG--> 1
outbreak|NN--> 2
outbreaks|NNS--> 2
outcome|NN--> 18
outcry|NN--> 14
outdated|JJ--> 1
outdid|VBD--> 1
outdone|VBN--> 1
outdoor|JJ--> 2
outfield|NN--> 2
outfielders|NNS--> 1
outfit|NN--> 1
outfit|VB--> 1
outfits|NN--> 2
outflow|NN--> 4
outflows|NNS--> 7
outgained|VBD--> 1
outgoing|JJ--> 1
outgrowth|NN--> 1
outings|NNS--> 1
outlandish|JJ--> 1
outlast|VB--> 1
outlawed|JJ--> 1
outlawed|VBN--> 2
outlawing|VBG--> 2
outlays|NNS--> 13
outlet|NN--> 2
outlets|NNS--> 13
outline|NN--> 2
outline|VB--> 3
outlined|VBD--> 1
outlined|VBN--> 3
outlines|VBZ--> 1
outlining|VBG--> 2
outlook|NN--> 28
outnumbered|VBD--> 3
outpace|VB--> 1
outpaced|VBD--> 1
outpatient|NN--> 1
outperform|VB--> 2
outperformed|VBN--> 1
outperforms|VBZ--> 1
outplacement|NN--> 1
outpost|NN--> 3
outposts|NNS--> 1
output|NN--> 37
outrage|NN--> 4
outraged|JJ--> 1
outraged|VBN--> 1
outrageous|JJ--> 1
outright|RB--> 2
outselling|VBG--> 1
outsells|VBZ--> 1
outset|NN--> 3
outshine|VB--> 1
outshines|VBZ--> 1
outside|IN--> 32
outside|JJ--> 29
outside|NN--> 6
outside|RB--> 2
outsider|NN--> 5
outsiders|NNS--> 4
outskirts|NNS--> 2
outspoken|JJ--> 4
outstanding|JJ--> 115
outstandingly|RB--> 1
outstripped|VBD--> 1
outstripped|VBN--> 1
outstrips|VBZ--> 1
outwardly|RB--> 1
outweigh|VB--> 2
outweigh|VBP--> 2
outweighed|VBD--> 2
ovata|NN--> 1
ovens|NNS--> 1
over|IN--> 422
over|RB--> 23
over|RP--> 50
over-40|JJ--> 2
over-50|JJ--> 1
over-capacity|NN--> 1
over-magazined|VBN--> 1
over-optimistic|JJ--> 1
over-the-counter|JJ--> 44
over-the-counter|NN--> 2
overall|JJ--> 35
overall|RB--> 2
overalls|NNS--> 2
overbid|VB--> 1
overbid|VBD--> 1
overbought|VBN--> 1
overbreadth|NN--> 1
overbuilding|NN--> 1
overbuilt|JJ--> 2
overbuilt|NN--> 1
overburdened|JJ--> 1
overcapacity|NN--> 5
overcharge|NN--> 2
overcharges|NNS--> 1
overcollateralized|VBN--> 1
overcome|VB--> 10
overcome|VBN--> 1
overcome|VBP--> 1
overcomes|VBZ--> 2
overdoing|VBG--> 1
overdraft|NN--> 1
overdrawn|JJ--> 1
overdue|JJ--> 7
overflowing|VBG--> 2
overhang|NN--> 1
overhaul|NN--> 9
overhaul|VB--> 6
overhauled|VBN--> 1
overhauling|VBG--> 2
overhead|JJ--> 2
overhead|NN--> 2
overhead|RB--> 1
overlap|VBP--> 1
overlapping|VBG--> 1
overlay|NN--> 1
overload|NN--> 2
overlook|VB--> 1
overlook|VBP--> 2
overlooked|VBD--> 1
overlooks|VBZ--> 1
overly|RB--> 5
overnight|JJ--> 11
overnight|RB--> 3
overpaid|VBN--> 1
overplanted|VBN--> 1
overpriced|VBN--> 2
overreact|VB--> 1
overreacting|VBG--> 3
overregulated|JJ--> 1
override|NN--> 1
override|VB--> 5
overriding|JJ--> 1
overriding|VBG--> 1
overrode|VBD--> 1
overruled|VBN--> 1
overruns|NNS--> 4
oversaw|VBD--> 2
overseas|JJ--> 32
overseas|NN--> 1
overseas|RB--> 25
oversee|VB--> 3
overseeing|VBG--> 5
overseen|VBN--> 1
oversees|VBZ--> 14
overshadowed|VBN--> 2
overshadowing|VBG--> 1
oversight|NN--> 6
oversized|JJ--> 2
oversold|JJ--> 2
oversold|VBN--> 2
overstaffed|JJ--> 1
overstate|VB--> 3
overstated|VBN--> 1
overstating|VBG--> 1
oversubscribed|VBN--> 2
oversupply|NN--> 1
overthrow|VB--> 1
overthrown|VBN--> 1
overtime|NN--> 2
overtime|RB--> 1
overtures|NNS--> 3
overturn|VB--> 1
overturned|VBD--> 1
overturning|VBG--> 1
overuse|NN--> 1
overused|JJ--> 1
overweight|JJ--> 1
overweight|NN--> 1
overwhelm|VB--> 2
overwhelm|VBP--> 1
overwhelmed|JJ--> 1
overwhelming|JJ--> 6
overwhelmingly|RB--> 1
overworking|VBG--> 1
overzealous|JJ--> 2
ovulation|NN--> 1
owe|VB--> 5
owe|VBP--> 3
owed|VBD--> 3
owed|VBN--> 12
owes|VBZ--> 8
own|JJ--> 241
own|VB--> 28
own|VBP--> 10
owned|JJ--> 1
owned|VBD--> 13
owned|VBN--> 52
owner|NN--> 36
owners|NNS--> 44
ownership|NN--> 31
owning|NN--> 2
owning|VBG--> 13
owns|VBZ--> 59
ox|NN--> 1
oxide|NN--> 2
oxidizer|NN--> 1
oxygen|NN--> 3
ozone|NN--> 16
ozone-damaging|JJ--> 1
ozonedepletion|NN--> 1
p.m|NN--> 1
p.m|RB--> 3
p.m.|NN--> 28
p.m.|RB--> 6
p.m.-midnight|NN--> 1
p53|CD--> 1
p53|NN--> 10
pace|NN--> 30
paced|VBN--> 1
pacemakers|NNS--> 1
pacing|NN--> 1
pack|NN--> 5
pack|VB--> 2
package|NN--> 43
package|VB--> 2
package-sort|JJ--> 1
packaged|VBN--> 9
packaged-goods|JJ--> 2
packaged-goods|NNS--> 3
packages|NNS--> 17
packages|VBZ--> 1
packaging|NN--> 15
packed|VBD--> 2
packed|VBN--> 2
packet|NN--> 3
packets|NNS--> 2
packing|VBG--> 1
packs|NNS--> 1
packs|VBZ--> 2
pact|NN--> 27
pacts|NNS--> 1
page|NN--> 11
page-one|JJ--> 3
page-one|NN--> 3
pageant|NN--> 1
pageantry|NN--> 1
pages|NNS--> 24
paid|VBD--> 42
paid|VBN--> 84
pail|NN--> 1
pain|NN--> 6
pained|JJ--> 1
painful|JJ--> 8
painfully|RB--> 4
painless|JJ--> 1
pains|NNS--> 2
paint|NN--> 4
paint|VBP--> 1
paintbrush|NN--> 1
painted|JJ--> 2
painted|VBD--> 1
painted|VBN--> 2
painter|NN--> 2
painting|NN--> 6
painting|VBG--> 3
paintings|NNS--> 5
paints|NNS--> 5
pair|NN--> 3
pair|VB--> 1
paired|VBN--> 3
pairs|NNS--> 2
palace|NN--> 1
palatial|JJ--> 1
pale|VBP--> 1
paleontologically|RB--> 1
pall|NN--> 4
pallor|NN--> 1
palm|NN--> 1
palms|NNS--> 1
paltry|JJ--> 1
pampered|JJ--> 1
pampers|VBZ--> 1
pamphlets|NNS--> 1
panel|NN--> 29
paneling|NN--> 1
panels|NNS--> 1
panic|NN--> 6
panic|VB--> 2
panicked|VBD--> 1
panicky|JJ--> 2
panned|VBD--> 1
panned|VBN--> 1
pants|NNS--> 3
pany|NN--> 1
pap|NN--> 2
paper|NN--> 111
paper-and-crayon|JJ--> 1
paper-company|JJ--> 1
paper-company|NN--> 1
paper-goods|NNS--> 2
paper-products|NNS--> 2
paperboard|NN--> 1
papers|NNS--> 21
par|IN--> 1
par|JJ--> 12
par|NN--> 25
parachute|NN--> 1
parade|NN--> 1
paradox|NN--> 3
paragraph|NN--> 2
paralegal|NN--> 1
parallel|JJ--> 2
parallel|NN--> 1
parallel|RB--> 1
parallel|VB--> 1
parallels|NNS--> 2
parallels|VBZ--> 1
paralyzed|JJ--> 2
paralyzed|VBN--> 2
paralyzing|VBG--> 1
paranoia|NN--> 1
paranoid|JJ--> 1
parastatals|NNS--> 1
parcel|NN--> 3
parcel|VBP--> 1
parcels|NNS--> 1
pardoned|VBD--> 1
pare|VB--> 1
pared|VBD--> 1
pared|VBN--> 1
parent|JJ--> 3
parent|NN--> 69
parent-company|NN--> 1
parental|JJ--> 4
parental-leave|JJ--> 2
parents|NNS--> 27
pariah|NN--> 1
parimutuels|NNS--> 1
paring|VBG--> 1
parities|NNS--> 1
parity|NN--> 9
park|NN--> 10
parked|VBN--> 4
parking|NN--> 6
parks|NNS--> 2
parkway|NN--> 1
parlance|NN--> 1
parliament|NN--> 3
parliamentary|JJ--> 7
parochial|JJ--> 2
parody|NN--> 2
paroxysmal|JJ--> 1
parried|VBD--> 1
parry|VB--> 1
part|NN--> 243
part|VB--> 1
part-time|JJ--> 1
part-time|RB--> 1
partake|VB--> 1
partial|JJ--> 15
partially|RB--> 4
participant|NN--> 4
participants|NNS--> 18
participate|VB--> 18
participated|VBD--> 7
participated|VBN--> 1
participates|VBZ--> 1
participating|VBG--> 9
participation|NN--> 16
particular|JJ--> 37
particular|NN--> 1
particular|RB--> 1
particularly|RB--> 63
particulars|NNS--> 1
parties|NNS--> 34
partisan|JJ--> 3
partly|RB--> 49
partner|NN--> 69
partners|NNS--> 34
partnership|NN--> 36
partnerships|NNS--> 12
parts|NNS--> 59
party|NN--> 45
pashas|NNS--> 1
pass|NN--> 2
pass|VB--> 15
pass|VBP--> 3
pass-through|JJ--> 1
passage|NN--> 10
passed|VBD--> 15
passed|VBN--> 31
passel|NN--> 1
passenger|NN--> 15
passenger-kilometers|NNS--> 1
passengers|NNS--> 8
passers-by|NNS--> 1
passes|NNS--> 1
passes|VBZ--> 4
passing|NN--> 1
passing|VBG--> 4
passion|NN--> 5
passionately|RB--> 1
passions|NNS--> 1
passive|JJ--> 2
passively|RB--> 1
passivity|NN--> 1
past|IN--> 10
past|JJ--> 182
past|NN--> 39
past|RB--> 3
pasta|NN--> 2
pastels|NNS--> 1
pasteurized|VBN--> 1
pastimes|NNS--> 1
pastoris|NN--> 1
pastry|NN--> 4
pasture|NN--> 1
patch|NN--> 3
patched|JJ--> 1
patchwork|NN--> 1
patent|JJ--> 1
patent|NN--> 20
patent-law|NN--> 1
patented|JJ--> 1
patented|VBD--> 1
patently|RB--> 1
patents|NNS--> 3
path|NN--> 10
pathetic|JJ--> 1
paths|NNS--> 2
patience|NN--> 1
patient|JJ--> 4
patient|NN--> 8
patient-advocacy|NN--> 1
patient-physician|JJ--> 1
patients|NNS--> 38
patria|FW--> 1
patriarch|NN--> 2
patriarchal|JJ--> 1
patriarchy|NN--> 1
patriot|NN--> 1
patriotic|JJ--> 2
patrol|NN--> 1
patrolled|VBN--> 1
patron|NN--> 1
patronage|NN--> 1
patronizing|VBG--> 1
patrons|NNS--> 1
pattern|NN--> 9
patterned|VBN--> 1
patterns|NNS--> 5
pauper|NN--> 1
pause|VBP--> 1
paused|VBD--> 1
pauses|VBZ--> 1
pave|VB--> 2
paved|JJ--> 1
paved|VBD--> 1
paving-equipment|NN--> 1
pawing|VBG--> 1
pawn|NN--> 8
pawns|NNS--> 1
pay|NN--> 30
pay|VB--> 163
pay|VBP--> 17
pay-TV|NN--> 2
pay-cable|NN--> 1
pay-down|JJ--> 1
pay-in-kind|JJ--> 3
pay-movie|JJ--> 1
payable|JJ--> 24
paychecks|NNS--> 3
payers|NNS--> 2
paying|JJ--> 1
paying|VBG--> 48
payment|NN--> 46
payment-in-kind|JJ--> 1
payments|NNS--> 81
payoff|NN--> 1
payout|NN--> 6
payouts|NNS--> 2
payroll|NN--> 7
payroll-tax|NN--> 1
payrolls|NNS--> 2
pays|VBZ--> 8
peace|NN--> 17
peaceful|JJ--> 3
peacefully|RB--> 1
peacemaker|NN--> 1
peacemakers|NNS--> 1
peacetime|NN--> 2
peaches|NNS--> 1
peak|JJ--> 2
peak|NN--> 7
peaked|JJ--> 1
peaked|VBD--> 2
peaked|VBN--> 1
peaking|VBG--> 1
peaks|NNS--> 2
peanut|NN--> 1
peanuts|NNS--> 4
peasant|NN--> 3
peasants|NNS--> 2
peccadilloes|NNS--> 1
pecks|NNS--> 1
peculiar|JJ--> 1
peculiarities|NNS--> 1
pedaled|VBN--> 1
peddles|VBZ--> 1
peddling|JJ--> 1
peddling|NN--> 1
peddling|VBG--> 2
pedestrian|JJ--> 1
pedestrians|NNS--> 1
pediatric|JJ--> 5
pediatrician|NN--> 1
peek|NN--> 1
peelback|JJ--> 1
peeled|VBN--> 1
peep|NN--> 1
peer|VB--> 1
peer|VBP--> 1
peerless|JJ--> 1
peg|VB--> 1
peg|VBP--> 1
pegged|VBD--> 1
pegged|VBN--> 3
pegging|VBG--> 1
pegs|VBZ--> 1
pejorative|JJ--> 1
pellets|NNS--> 1
pelvic|JJ--> 2
pen|NN--> 1
penalize|VB--> 1
penalties|NNS--> 15
penalty|NN--> 18
pence|NN--> 27
pence|NNS--> 23
penchant|NN--> 2
pencil|NN--> 2
pencils|NNS--> 1
pending|IN--> 1
pending|JJ--> 14
pending|VBG--> 38
penetrate|VB--> 4
penetrated|VBN--> 1
penetrating|VBG--> 1
peninsula|NN--> 1
penises|NNS--> 1
pennant|NN--> 4
penned|VBN--> 1
pennies|NNS--> 3
penny|NN--> 7
penny-pinching|JJ--> 1
penny-stock|JJ--> 1
penny-wise|JJ--> 1
pension|NN--> 50
pension-fund|NN--> 2
pension-insurance|JJ--> 1
pensions|NNS--> 2
pent-up|JJ--> 1
people|NNS--> 376
peoples|NNS--> 4
pepper|NN--> 1
peppering|VBG--> 1
per|FW--> 2
per|IN--> 62
per-capita|JJ--> 3
per-share|JJ--> 17
per-store|JJ--> 1
per-subscriber|NN--> 1
perceive|VBP--> 2
perceived|VBN--> 2
percent|NN--> 10
percentage|NN--> 55
perception|NN--> 11
perceptions|NNS--> 6
perceptiveness|NN--> 1
perch|NN--> 1
perchlorate|NN--> 4
percussive|JJ--> 1
peremptory|JJ--> 1
perennial|JJ--> 1
perestroika|FW--> 11
perestroika|NN--> 1
perestrokia|NN--> 1
perfect|JJ--> 7
perfected|VBN--> 1
perfectly|RB--> 10
perform|VB--> 6
perform|VBP--> 1
performance|NN--> 64
performance-related|JJ--> 1
performances|NNS--> 9
performed|VBD--> 4
performed|VBN--> 8
performer|JJ--> 2
performer|NN--> 2
performers|NNS--> 8
performing|VBG--> 5
performing-arts|NNS--> 1
perfume|NN--> 3
perhaps|RB--> 39
perilous|JJ--> 1
perilously|RB--> 1
perils|NNS--> 1
perimeter|NN--> 1
period|NN--> 157
periodic|JJ--> 2
periodically|RB--> 1
periodicals|NNS--> 1
periods|NNS--> 9
peripheral|JJ--> 2
perishables|NNS--> 1
peritoneal|JJ--> 2
perjury|NN--> 4
perked|VBN--> 1
permanence|NN--> 1
permanent|JJ--> 17
permeable|JJ--> 1
permeated|VBD--> 1
permeating|VBG--> 1
permissible|JJ--> 2
permissible|NN--> 1
permission|NN--> 14
permit|VB--> 12
permit|VBP--> 2
permits|NNS--> 3
permits|VBZ--> 5
permitted|VBD--> 5
permitted|VBN--> 9
permitting|VBG--> 3
perpetrated|VBN--> 1
perpetual|JJ--> 5
perpetuate|VBP--> 1
perpetuating|VBG--> 1
perplexing|JJ--> 1
persecuted|VBN--> 1
persecuting|VBG--> 1
persecution|NN--> 1
pershare|JJ--> 1
persist|VB--> 2
persisted|VBD--> 1
persistence|NN--> 1
persistent|JJ--> 5
persists|VBZ--> 2
person|NN--> 41
personal|JJ--> 69
personal-care|JJ--> 3
personal-computer|NN--> 2
personal-injury|NN--> 3
personalities|NNS--> 1
personality|NN--> 2
personally|RB--> 10
personification|NN--> 1
personnel|JJ--> 1
personnel|NNS--> 14
persons|NNS--> 3
perspective|NN--> 10
persuade|VB--> 9
persuaded|VBD--> 4
persuaded|VBN--> 3
persuades|VBZ--> 1
persuading|VBG--> 1
persuasively|RB--> 1
pertinent|JJ--> 3
pertussis|NN--> 7
peruse|VB--> 1
pervasive|JJ--> 3
perverse|JJ--> 1
perversion|NN--> 1
pesatas|NNS--> 2
pesetas|NNS--> 5
pessimism|NN--> 1
pessimistic|JJ--> 10
pessimists|NNS--> 2
pest-control|JJ--> 1
pesticide|NN--> 10
pesticides|NNS--> 12
pet|JJ--> 3
pet|NN--> 2
petite|JJ--> 1
petition|NN--> 9
petition|VB--> 1
petitioned|VBD--> 1
petitions|NNS--> 2
petrified|JJ--> 1
petrochemical|NN--> 11
petrochemicals|NNS--> 5
petroleum|NN--> 15
petroleum-related|JJ--> 1
phalanx|NN--> 1
pharmaceutical|JJ--> 22
pharmaceutical|NN--> 2
pharmaceuticals|NNS--> 6
pharmacies|NNS--> 2
phase|NN--> 4
phased|VBD--> 1
phased|VBN--> 4
phases|NNS--> 2
phasing|VBG--> 1
phenomena|NNS--> 1
phenomenon|NN--> 7
philanthropist|NN--> 1
philosophers|NNS--> 2
philosophic|JJ--> 2
philosophical|JJ--> 1
philosophies|NNS--> 1
philosophy|NN--> 7
phone|NN--> 31
phoned|VBN--> 1
phones|NNS--> 5
phony|JJ--> 4
photo|NN--> 4
photocopiers|NNS--> 1
photofinishing|NN--> 1
photograph|NN--> 3
photographic|JJ--> 3
photographing|VBG--> 1
photographs|NNS--> 3
photos|NNS--> 7
photosynthesis|NN--> 1
phrase|NN--> 5
phrasing|NN--> 1
physical|JJ--> 10
physically|RB--> 1
physician|NN--> 6
physician-executive|JJ--> 1
physicians|NNS--> 3
physicist|NN--> 2
physics|NN--> 1
physics|NNS--> 1
pianist\/bassoonist\/composer|NN--> 1
piano|NN--> 4
piasters|NNS--> 1
pick|NN--> 3
pick|VB--> 19
picked|VBD--> 8
picked|VBN--> 7
pickers|NNS--> 3
picket|NN--> 4
picketing|NN--> 1
picking|NN--> 2
picking|VBG--> 7
pickles|NNS--> 1
picks|NNS--> 1
picks|VBZ--> 4
pickup|NN--> 5
picnic|NN--> 1
picture|NN--> 23
picture|VBP--> 1
picture-taking|NN--> 1
pictures|NNS--> 7
picturesquely|RB--> 1
pie|NN--> 3
pie-in-the-sky|NN--> 1
piece|NN--> 29
piece|VB--> 1
pieced|VBN--> 1
piecemeal|RB--> 1
pieces|NNS--> 16
pig|NN--> 5
piggybacking|VBG--> 2
piglet|NN--> 1
piglets|NNS--> 1
pigment|NN--> 4
pigs|NNS--> 7
pigsty|NN--> 1
pile|NN--> 2
pile|VB--> 1
pile|VBP--> 1
piled|VBD--> 1
piled|VBN--> 1
pileup|NN--> 1
pilgrimage|NN--> 1
piling|VBG--> 2
pill|NN--> 25
pillar|NN--> 3
pillars|NNS--> 1
pilloried|VBN--> 1
pillows|NNS--> 1
pills|NNS--> 15
pilot|JJ--> 2
pilot|NN--> 12
pilote|FW--> 1
pilots|NNS--> 61
pimp|NN--> 1
pimps|NNS--> 1
pin|NN--> 1
pin|VB--> 4
pin-pointed|VBN--> 1
pinheaded|JJ--> 1
pink|JJ--> 1
pinned|VBN--> 1
pinning|VBG--> 2
pinpoint|VB--> 3
pinpointed|JJ--> 1
pinpointed|VBN--> 1
pins|NNS--> 2
pioneer|NN--> 2
pioneered|VBD--> 3
pioneering|JJ--> 1
pioneers|NNS--> 2
pipe|NN--> 1
piped|VBD--> 1
pipeline|NN--> 24
pipelines|NNS--> 2
pipes|NNS--> 2
pipsqueak|NN--> 1
pistils|NNS--> 1
pistol|NN--> 1
pistol-packing|JJ--> 1
pistols|NNS--> 1
piston|NN--> 1
pistons|NNS--> 1
pit|NN--> 9
pit|VB--> 1
